Date	Plot	Section	SnowCoverFraction	Field_remarks	General_remarks
2010-05-29	Sal2	D	100	No remarks	No remarks
2010-05-29	Sal3	A	40	No remarks	No remarks
2010-05-29	Sal3	B	0	No remarks	No remarks
2010-05-29	Sal4	C	100	No remarks	No remarks
2010-05-29	Sal4	D	98	No remarks	No remarks
2010-05-29	Sal6	A	100	No remarks	No remarks
2010-05-29	Sal6	B	100	No remarks	No remarks
2010-05-29	Sax1Sil1	C	0	No remarks	No remarks
2010-05-29	Sax1Sil1	D	0	No remarks	No remarks
2010-05-29	Sax2Sil2	A	0	No remarks	No remarks
2010-05-29	Sax2Sil2	B	0	No remarks	No remarks
2010-05-29	Sax3Sil3	D	0	No remarks	No remarks
2010-05-29	Sil4	A	100	No remarks	No remarks
2010-05-29	Sil4	B	100	No remarks	No remarks
2010-05-29	Sil4	C	100	No remarks	No remarks
2010-05-29	Cas1	C	60	No remarks	No remarks
2010-05-29	Cas1	D	50	No remarks	No remarks
2010-05-29	Cas2	A	100	No remarks	No remarks
2010-05-29	Cas2	B	100	No remarks	No remarks
2010-05-29	Cas2	C	100	No remarks	No remarks
2010-05-29	Cas3	D	100	No remarks	No remarks
2010-05-29	Cas4	A	100	No remarks	No remarks
2010-05-29	Cas4	B	100	No remarks	No remarks
2010-05-29	Cas4	C	100	No remarks	No remarks
2010-05-29	Dry1	D	0	No remarks	No remarks
2010-05-29	Dry2Sal7	A	100	No remarks	No remarks
2010-05-29	Dry2Sal7	B	100	No remarks	No remarks
2010-05-29	Dry2Sal7	C	100	No remarks	No remarks
2010-05-29	Dry4	A	0	No remarks	No remarks
2010-05-29	Dry4	B	0	No remarks	No remarks
2010-05-29	Dry4	C	0	No remarks	No remarks
2010-05-29	Dry4	D	0	No remarks	No remarks
2010-05-29	Dry6Pap4	A	100	No remarks	No remarks
2010-05-29	Dry6Pap4	B	100	No remarks	No remarks
2010-05-29	Dry6Pap4	C	100	No remarks	No remarks
2010-05-29	Dry6Pap4	D	100	No remarks	No remarks
2010-05-29	Eri2	A	100	No remarks	No remarks
2010-05-29	Eri2	B	100	No remarks	No remarks
2010-05-29	Eri2	C	100	No remarks	No remarks
2010-05-29	Eri2	D	100	No remarks	No remarks
2010-05-29	Eri4	B	100	No remarks	No remarks
2010-05-29	Eri4	C	100	No remarks	No remarks
2010-05-29	Eri4	D	100	No remarks	No remarks
2010-05-29	Pap1	A	100	No remarks	No remarks
2010-05-29	Pap2Sal5	B	100	No remarks	No remarks
2010-05-29	Pap2Sal5	C	100	No remarks	No remarks
2010-05-29	Pap2Sal5	D	100	No remarks	No remarks
2010-05-29	Pap3	A	100	No remarks	No remarks
2010-05-29	Sal1	B	0	No remarks	No remarks
2010-05-29	Sal1	C	0	No remarks	No remarks
2010-05-29	Sal1	D	0	No remarks	No remarks
2010-05-29	Sal2	A	100	No remarks	No remarks
2010-05-29	Sal3	C	50	No remarks	No remarks
2010-05-29	Sal3	D	60	No remarks	No remarks
2010-05-29	Sal4	A	95	No remarks	No remarks
2010-05-29	Sal4	B	100	No remarks	No remarks
2010-05-29	Sal6	C	100	No remarks	No remarks
2010-05-29	Sal6	D	100	No remarks	No remarks
2010-05-29	Sax1Sil1	A	0	No remarks	No remarks
2010-05-29	Sax1Sil1	B	0	No remarks	No remarks
2010-05-29	Sax2Sil2	C	0	No remarks	No remarks
2010-05-29	Sax2Sil2	D	0	No remarks	No remarks
2010-05-29	Sax3Sil3	A	0	No remarks	No remarks
2010-05-29	Sax3Sil3	B	0	No remarks	No remarks
2010-05-29	Sax3Sil3	C	0	No remarks	No remarks
2010-05-29	Sil4	D	100	No remarks	No remarks
2010-05-29	Art2	E	-9999	No remarks	Observation added to database May 2020
2010-05-29	Art3	E	-9999	No remarks	Observation added to database May 2020
2010-05-29	Art4	E	-9999	No remarks	Observation added to database May 2020
2010-05-29	Art5	E	-9999	No remarks	Observation added to database May 2020
2010-05-29	Art2	F	-9999	No remarks	Observation added to database May 2020
2010-05-29	Art3	F	-9999	No remarks	Observation added to database May 2020
2010-05-29	Art5	G	-9999	No remarks	Observation added to database May 2020
2010-05-29	Art7	G	-9999	No remarks	Observation added to database May 2020
2010-05-29	Art3	H	-9999	No remarks	Observation added to database May 2020
2010-05-29	Art4	H	-9999	No remarks	Observation added to database May 2020
2010-05-29	Art5	H	-9999	No remarks	Observation added to database May 2020
2010-05-29	Art7	H	-9999	No remarks	Observation added to database May 2020
2010-05-29	Art7	E	-9999	No remarks	Observation added to database May 2020
2010-05-29	Art4	F	-9999	No remarks	Observation added to database May 2020
2010-05-29	Art5	F	-9999	No remarks	Observation added to database May 2020
2010-05-29	Art7	F	-9999	No remarks	Observation added to database May 2020
2010-05-29	Art2	G	-9999	No remarks	Observation added to database May 2020
2010-05-29	Art3	G	-9999	No remarks	Observation added to database May 2020
2010-05-29	Art4	G	-9999	No remarks	Observation added to database May 2020
2010-05-29	Art2	H	-9999	No remarks	Observation added to database May 2020
2010-05-31	Cas1	D	15	No remarks	No remarks
2010-05-31	Cas2	A	100	No remarks	No remarks
2010-05-31	Cas2	B	100	No remarks	No remarks
2010-05-31	Cas2	C	100	No remarks	No remarks
2010-05-31	Cas3	D	100	No remarks	No remarks
2010-05-31	Cas4	A	100	No remarks	No remarks
2010-05-31	Cas4	B	100	No remarks	No remarks
2010-05-31	Cas4	C	100	No remarks	No remarks
2010-05-31	Dry2Sal7	A	100	No remarks	No remarks
2010-05-31	Dry2Sal7	B	100	No remarks	No remarks
2010-05-31	Dry2Sal7	C	100	No remarks	No remarks
2010-05-31	Dry2Sal7	D	100	No remarks	No remarks
2010-05-31	Dry4	A	0	No remarks	No remarks
2010-05-31	Dry4	B	0	No remarks	No remarks
2010-05-31	Dry4	C	0	No remarks	No remarks
2010-05-31	Dry4	D	0	No remarks	No remarks
2010-05-31	Dry6Pap4	A	100	No remarks	No remarks
2010-05-31	Dry6Pap4	B	100	No remarks	No remarks
2010-05-31	Dry6Pap4	C	100	No remarks	No remarks
2010-05-31	Dry6Pap4	D	100	No remarks	No remarks
2010-05-31	Eri2	B	100	No remarks	No remarks
2010-05-31	Eri2	C	100	No remarks	No remarks
2010-05-31	Eri2	D	100	No remarks	No remarks
2010-05-31	Eri3	A	100	No remarks	No remarks
2010-05-31	Eri4	B	100	No remarks	No remarks
2010-05-31	Eri4	C	100	No remarks	No remarks
2010-05-31	Eri4	D	100	No remarks	No remarks
2010-05-31	Pap1	A	100	No remarks	No remarks
2010-05-31	Pap2Sal5	B	100	No remarks	No remarks
2010-05-31	Pap2Sal5	C	100	No remarks	No remarks
2010-05-31	Pap2Sal5	D	100	No remarks	No remarks
2010-05-31	Pap3	A	100	No remarks	No remarks
2010-05-31	Pap3	B	100	No remarks	No remarks
2010-05-31	Sal1	C	0	No remarks	No remarks
2010-05-31	Sal1	D	0	No remarks	No remarks
2010-05-31	Sal2	A	100	No remarks	No remarks
2010-05-31	Sal2	B	100	No remarks	No remarks
2010-05-31	Sal3	C	35	No remarks	No remarks
2010-05-31	Sal3	D	40	No remarks	No remarks
2010-05-31	Sal4	A	95	No remarks	No remarks
2010-05-31	Sal4	B	100	No remarks	No remarks
2010-05-31	Sal6	C	100	No remarks	No remarks
2010-05-31	Sal6	D	100	No remarks	No remarks
2010-05-31	Sax1Sil1	A	0	No remarks	No remarks
2010-05-31	Sax1Sil1	B	0	No remarks	No remarks
2010-05-31	Sax1Sil1	C	0	No remarks	No remarks
2010-05-31	Sax2Sil2	D	0	No remarks	No remarks
2010-05-31	Sax3Sil3	A	0	No remarks	No remarks
2010-05-31	Sax3Sil3	B	0	No remarks	No remarks
2010-05-31	Sax3Sil3	C	0	No remarks	No remarks
2010-05-31	Sil4	D	100	No remarks	No remarks
2010-05-31	Cas1	A	30	No remarks	No remarks
2010-05-31	Cas1	B	30	No remarks	No remarks
2010-05-31	Cas1	C	5	No remarks	No remarks
2010-05-31	Cas2	D	100	No remarks	No remarks
2010-05-31	Cas3	A	100	No remarks	No remarks
2010-05-31	Cas3	B	100	No remarks	No remarks
2010-05-31	Cas3	C	100	No remarks	No remarks
2010-05-31	Cas4	D	100	No remarks	No remarks
2010-05-31	Dry1	A	0	No remarks	No remarks
2010-05-31	Dry1	B	0	No remarks	No remarks
2010-05-31	Dry1	C	0	No remarks	No remarks
2010-05-31	Dry1	D	0	No remarks	No remarks
2010-05-31	Dry3	A	0	No remarks	No remarks
2010-05-31	Dry3	B	0	No remarks	No remarks
2010-05-31	Dry3	C	0	No remarks	No remarks
2010-05-31	Dry3	D	0	No remarks	No remarks
2010-05-31	Dry5	A	0	No remarks	No remarks
2010-05-31	Dry5	B	0	No remarks	No remarks
2010-05-31	Dry5	C	0	No remarks	No remarks
2010-05-31	Dry5	D	0	No remarks	No remarks
2010-05-31	Eri1	A	100	No remarks	No remarks
2010-05-31	Eri1	B	100	No remarks	No remarks
2010-05-31	Eri1	C	100	No remarks	No remarks
2010-05-31	Eri1	D	100	No remarks	No remarks
2010-05-31	Eri2	A	100	No remarks	No remarks
2010-05-31	Eri3	B	100	No remarks	No remarks
2010-05-31	Eri3	C	100	No remarks	No remarks
2010-05-31	Eri3	D	100	No remarks	No remarks
2010-05-31	Eri4	A	100	No remarks	No remarks
2010-05-31	Pap1	B	100	No remarks	No remarks
2010-05-31	Pap1	C	100	No remarks	No remarks
2010-05-31	Pap1	D	100	No remarks	No remarks
2010-05-31	Pap2Sal5	A	100	No remarks	No remarks
2010-05-31	Pap3	C	100	No remarks	No remarks
2010-05-31	Pap3	D	100	No remarks	No remarks
2010-05-31	Sal1	A	0	No remarks	No remarks
2010-05-31	Sal1	B	0	No remarks	No remarks
2010-05-31	Sal2	C	100	No remarks	No remarks
2010-05-31	Sal2	D	100	No remarks	No remarks
2010-05-31	Sal3	A	40	No remarks	No remarks
2010-05-31	Sal3	B	0	No remarks	No remarks
2010-05-31	Sal4	C	100	No remarks	No remarks
2010-05-31	Sal4	D	95	No remarks	No remarks
2010-05-31	Sal6	A	100	No remarks	No remarks
2010-05-31	Sal6	B	100	No remarks	No remarks
2010-05-31	Sax1Sil1	D	0	No remarks	No remarks
2010-05-31	Sax2Sil2	A	0	No remarks	No remarks
2010-05-31	Sax2Sil2	B	0	No remarks	No remarks
2010-05-31	Sax2Sil2	C	0	No remarks	No remarks
2010-05-31	Sax3Sil3	D	0	No remarks	No remarks
2010-05-31	Sil4	A	100	No remarks	No remarks
2010-05-31	Sil4	B	100	No remarks	No remarks
2010-05-31	Sil4	C	100	No remarks	No remarks
2010-05-31	Art5	E	-9999	No remarks	Observation added to database May 2020
2010-05-31	Art7	E	-9999	No remarks	Observation added to database May 2020
2010-05-31	Art3	F	-9999	No remarks	Observation added to database May 2020
2010-05-31	Art4	F	-9999	No remarks	Observation added to database May 2020
2010-05-31	Art5	F	-9999	No remarks	Observation added to database May 2020
2010-05-31	Art7	F	-9999	No remarks	Observation added to database May 2020
2010-05-31	Art2	G	-9999	No remarks	Observation added to database May 2020
2010-05-31	Art3	G	-9999	No remarks	Observation added to database May 2020
2010-05-31	Art4	G	-9999	No remarks	Observation added to database May 2020
2010-05-31	Art7	H	-9999	No remarks	Observation added to database May 2020
2010-05-31	Art2	E	-9999	No remarks	Observation added to database May 2020
2010-05-31	Art3	E	-9999	No remarks	Observation added to database May 2020
2010-05-31	Art4	E	-9999	No remarks	Observation added to database May 2020
2010-05-31	Art2	F	-9999	No remarks	Observation added to database May 2020
2010-05-31	Art5	G	-9999	No remarks	Observation added to database May 2020
2010-05-31	Art7	G	-9999	No remarks	Observation added to database May 2020
2010-05-31	Art2	H	-9999	No remarks	Observation added to database May 2020
2010-05-31	Art3	H	-9999	No remarks	Observation added to database May 2020
2010-05-31	Art4	H	-9999	No remarks	Observation added to database May 2020
2010-05-31	Art5	H	-9999	No remarks	Observation added to database May 2020
2010-06-02	Cas1	A	25	No remarks	No remarks
2010-06-02	Cas1	B	10	No remarks	No remarks
2010-06-02	Cas1	C	5	No remarks	No remarks
2010-06-02	Sal4	A	95	No remarks	No remarks
2010-06-02	Sal4	B	100	No remarks	No remarks
2010-06-02	Sal4	C	100	No remarks	No remarks
2010-06-02	Sal4	D	95	No remarks	No remarks
2010-06-02	Cas1	D	5	No remarks	No remarks
2010-06-02	Sal3	A	25	No remarks	No remarks
2010-06-02	Sal3	B	0	No remarks	No remarks
2010-06-02	Sal3	C	35	No remarks	No remarks
2010-06-02	Sal3	D	30	No remarks	No remarks
2010-06-02	Art5	E	-9999	No remarks	Observation added to database May 2020
2010-06-02	Art5	H	-9999	No remarks	Observation added to database May 2020
2010-06-02	Art5	F	-9999	No remarks	Observation added to database May 2020
2010-06-02	Art5	G	-9999	No remarks	Observation added to database May 2020
2010-06-03	Cas2	A	100	No remarks	No remarks
2010-06-03	Cas2	B	100	No remarks	No remarks
2010-06-03	Cas2	C	100	No remarks	No remarks
2010-06-03	Cas2	D	100	No remarks	No remarks
2010-06-03	Cas4	A	100	No remarks	No remarks
2010-06-03	Cas4	B	100	No remarks	No remarks
2010-06-03	Cas4	C	100	No remarks	No remarks
2010-06-03	Cas4	D	100	No remarks	No remarks
2010-06-03	Dry2Sal7	B	100	No remarks	No remarks
2010-06-03	Dry2Sal7	C	100	No remarks	No remarks
2010-06-03	Dry2Sal7	D	100	No remarks	No remarks
2010-06-03	Dry3	A	0	No remarks	No remarks
2010-06-03	Dry4	B	0	No remarks	No remarks
2010-06-03	Dry4	C	0	No remarks	No remarks
2010-06-03	Dry4	D	0	No remarks	No remarks
2010-06-03	Dry5	A	0	No remarks	No remarks
2010-06-03	Dry6Pap4	B	100	No remarks	No remarks
2010-06-03	Dry6Pap4	C	100	No remarks	No remarks
2010-06-03	Dry6Pap4	D	100	No remarks	No remarks
2010-06-03	Eri1	A	100	No remarks	No remarks
2010-06-03	Eri2	C	100	No remarks	No remarks
2010-06-03	Eri2	D	100	No remarks	No remarks
2010-06-03	Eri3	A	100	No remarks	No remarks
2010-06-03	Eri3	B	100	No remarks	No remarks
2010-06-03	Eri4	C	100	No remarks	No remarks
2010-06-03	Eri4	D	100	No remarks	No remarks
2010-06-03	Pap1	A	100	No remarks	No remarks
2010-06-03	Pap1	B	100	No remarks	No remarks
2010-06-03	Pap2Sal5	C	100	No remarks	No remarks
2010-06-03	Pap2Sal5	D	100	No remarks	No remarks
2010-06-03	Pap3	A	100	No remarks	No remarks
2010-06-03	Pap3	B	100	No remarks	No remarks
2010-06-03	Pap3	C	100	No remarks	No remarks
2010-06-03	Sal1	D	0	No remarks	No remarks
2010-06-03	Sal2	A	100	No remarks	No remarks
2010-06-03	Sal2	B	100	No remarks	No remarks
2010-06-03	Sal2	C	100	No remarks	No remarks
2010-06-03	Sal3	D	15	No remarks	No remarks
2010-06-03	Sal4	A	95	No remarks	No remarks
2010-06-03	Sal4	B	100	No remarks	No remarks
2010-06-03	Sal4	C	100	No remarks	No remarks
2010-06-03	Sal6	D	100	No remarks	No remarks
2010-06-03	Sax1Sil1	A	0	No remarks	No remarks
2010-06-03	Sax1Sil1	B	0	No remarks	No remarks
2010-06-03	Sax1Sil1	C	0	No remarks	No remarks
2010-06-03	Sax1Sil1	D	0	No remarks	No remarks
2010-06-03	Sax3Sil3	A	0	No remarks	No remarks
2010-06-03	Sax3Sil3	B	0	No remarks	No remarks
2010-06-03	Sax3Sil3	C	0	No remarks	No remarks
2010-06-03	Sax3Sil3	D	0	No remarks	No remarks
2010-06-03	Cas1	A	15	No remarks	No remarks
2010-06-03	Cas1	B	5	No remarks	No remarks
2010-06-03	Cas1	C	2	No remarks	No remarks
2010-06-03	Cas1	D	2	No remarks	No remarks
2010-06-03	Cas3	A	100	No remarks	No remarks
2010-06-03	Cas3	B	100	No remarks	No remarks
2010-06-03	Cas3	C	100	No remarks	No remarks
2010-06-03	Cas3	D	100	No remarks	No remarks
2010-06-03	Dry1	A	0	No remarks	No remarks
2010-06-03	Dry1	B	0	No remarks	No remarks
2010-06-03	Dry1	C	0	No remarks	No remarks
2010-06-03	Dry1	D	0	No remarks	No remarks
2010-06-03	Dry2Sal7	A	100	No remarks	No remarks
2010-06-03	Dry3	B	0	No remarks	No remarks
2010-06-03	Dry3	C	0	No remarks	No remarks
2010-06-03	Dry3	D	0	No remarks	No remarks
2010-06-03	Dry4	A	0	No remarks	No remarks
2010-06-03	Dry5	B	0	No remarks	No remarks
2010-06-03	Dry5	C	0	No remarks	No remarks
2010-06-03	Dry5	D	0	No remarks	No remarks
2010-06-03	Dry6Pap4	A	100	No remarks	No remarks
2010-06-03	Eri1	B	100	No remarks	No remarks
2010-06-03	Eri1	C	100	No remarks	No remarks
2010-06-03	Eri1	D	100	No remarks	No remarks
2010-06-03	Eri2	A	100	No remarks	No remarks
2010-06-03	Eri2	B	100	No remarks	No remarks
2010-06-03	Eri3	C	100	No remarks	No remarks
2010-06-03	Eri3	D	100	No remarks	No remarks
2010-06-03	Eri4	A	100	No remarks	No remarks
2010-06-03	Eri4	B	100	No remarks	No remarks
2010-06-03	Pap1	C	100	No remarks	No remarks
2010-06-03	Pap1	D	100	No remarks	No remarks
2010-06-03	Pap2Sal5	A	100	No remarks	No remarks
2010-06-03	Pap2Sal5	B	100	No remarks	No remarks
2010-06-03	Pap3	D	100	No remarks	No remarks
2010-06-03	Sal1	A	0	No remarks	No remarks
2010-06-03	Sal1	B	0	No remarks	No remarks
2010-06-03	Sal1	C	0	No remarks	No remarks
2010-06-03	Sal2	D	100	No remarks	No remarks
2010-06-03	Sal3	A	25	No remarks	No remarks
2010-06-03	Sal3	B	0	No remarks	No remarks
2010-06-03	Sal3	C	25	No remarks	No remarks
2010-06-03	Sal4	D	95	No remarks	No remarks
2010-06-03	Sal6	A	100	No remarks	No remarks
2010-06-03	Sal6	B	100	No remarks	No remarks
2010-06-03	Sal6	C	100	No remarks	No remarks
2010-06-03	Sax2Sil2	A	0	No remarks	No remarks
2010-06-03	Sax2Sil2	B	0	No remarks	No remarks
2010-06-03	Sax2Sil2	C	0	No remarks	No remarks
2010-06-03	Sax2Sil2	D	0	No remarks	No remarks
2010-06-03	Sil4	A	100	No remarks	No remarks
2010-06-03	Sil4	B	100	No remarks	No remarks
2010-06-03	Sil4	C	100	No remarks	No remarks
2010-06-03	Sil4	D	100	No remarks	No remarks
2010-06-03	Art2	E	-9999	No remarks	Observation added to database May 2020
2010-06-03	Art5	F	-9999	No remarks	Observation added to database May 2020
2010-06-03	Art7	F	-9999	No remarks	Observation added to database May 2020
2010-06-03	Art3	G	-9999	No remarks	Observation added to database May 2020
2010-06-03	Art4	G	-9999	No remarks	Observation added to database May 2020
2010-06-03	Art5	G	-9999	No remarks	Observation added to database May 2020
2010-06-03	Art7	G	-9999	No remarks	Observation added to database May 2020
2010-06-03	Art2	H	-9999	No remarks	Observation added to database May 2020
2010-06-03	Art3	H	-9999	No remarks	Observation added to database May 2020
2010-06-03	Art4	H	-9999	No remarks	Observation added to database May 2020
2010-06-03	Art3	E	-9999	No remarks	Observation added to database May 2020
2010-06-03	Art4	E	-9999	No remarks	Observation added to database May 2020
2010-06-03	Art5	E	-9999	No remarks	Observation added to database May 2020
2010-06-03	Art7	E	-9999	No remarks	Observation added to database May 2020
2010-06-03	Art2	F	-9999	No remarks	Observation added to database May 2020
2010-06-03	Art3	F	-9999	No remarks	Observation added to database May 2020
2010-06-03	Art4	F	-9999	No remarks	Observation added to database May 2020
2010-06-03	Art2	G	-9999	No remarks	Observation added to database May 2020
2010-06-03	Art5	H	-9999	No remarks	Observation added to database May 2020
2010-06-03	Art7	H	-9999	No remarks	Observation added to database May 2020
2010-06-05	Cas1	A	5	No remarks	No remarks
2010-06-05	Cas1	B	1	No remarks	No remarks
2010-06-05	Cas1	C	1	No remarks	No remarks
2010-06-05	Cas1	D	0	No remarks	No remarks
2010-06-05	Sal4	B	98	No remarks	No remarks
2010-06-05	Sal4	C	100	No remarks	No remarks
2010-06-05	Sal4	D	85	No remarks	No remarks
2010-06-05	Sal3	A	15	No remarks	No remarks
2010-06-05	Sal3	B	0	No remarks	No remarks
2010-06-05	Sal3	C	15	No remarks	No remarks
2010-06-05	Sal3	D	10	No remarks	No remarks
2010-06-05	Sal4	A	80	No remarks	No remarks
2010-06-05	Art2	E	-9999	No remarks	Observation added to database May 2020
2010-06-05	Art2	F	-9999	No remarks	Observation added to database May 2020
2010-06-05	Art2	G	-9999	No remarks	Observation added to database May 2020
2010-06-05	Art2	H	-9999	No remarks	Observation added to database May 2020
2010-06-06	Cas1	A	2	No remarks	No remarks
2010-06-06	Cas2	B	100	No remarks	No remarks
2010-06-06	Cas2	C	100	No remarks	No remarks
2010-06-06	Cas2	D	100	No remarks	No remarks
2010-06-06	Cas3	A	100	No remarks	No remarks
2010-06-06	Cas4	B	100	No remarks	No remarks
2010-06-06	Cas4	C	100	No remarks	No remarks
2010-06-06	Cas4	D	100	No remarks	No remarks
2010-06-06	Dry2Sal7	A	100	No remarks	No remarks
2010-06-06	Dry3	C	0	No remarks	No remarks
2010-06-06	Dry3	D	0	No remarks	No remarks
2010-06-06	Dry4	A	0	No remarks	No remarks
2010-06-06	Dry4	B	0	No remarks	No remarks
2010-06-06	Dry5	C	0	No remarks	No remarks
2010-06-06	Dry5	D	0	No remarks	No remarks
2010-06-06	Dry6Pap4	A	100	No remarks	No remarks
2010-06-06	Dry6Pap4	B	100	No remarks	No remarks
2010-06-06	Eri1	C	100	No remarks	No remarks
2010-06-06	Eri1	D	100	No remarks	No remarks
2010-06-06	Eri2	A	100	No remarks	No remarks
2010-06-06	Eri2	B	100	No remarks	No remarks
2010-06-06	Eri3	D	100	No remarks	No remarks
2010-06-06	Eri4	A	100	No remarks	No remarks
2010-06-06	Eri4	B	100	No remarks	No remarks
2010-06-06	Eri4	C	100	No remarks	No remarks
2010-06-06	Pap1	D	100	No remarks	No remarks
2010-06-06	Pap2Sal5	A	100	No remarks	No remarks
2010-06-06	Pap2Sal5	B	100	No remarks	No remarks
2010-06-06	Pap2Sal5	C	100	No remarks	No remarks
2010-06-06	Pap3	D	100	No remarks	No remarks
2010-06-06	Sal2	A	98	No remarks	No remarks
2010-06-06	Sal2	B	98	No remarks	No remarks
2010-06-06	Sal2	C	98	No remarks	No remarks
2010-06-06	Sal2	D	98	No remarks	No remarks
2010-06-06	Sal4	A	50	No remarks	No remarks
2010-06-06	Sal4	B	97	No remarks	No remarks
2010-06-06	Sal4	C	100	No remarks	No remarks
2010-06-06	Sal4	D	60	No remarks	No remarks
2010-06-06	Sil4	A	100	No remarks	No remarks
2010-06-06	Sil4	B	100	No remarks	No remarks
2010-06-06	Sil4	C	100	No remarks	No remarks
2010-06-06	Sil4	D	100	No remarks	No remarks
2010-06-06	Cas1	B	0	No remarks	No remarks
2010-06-06	Cas1	C	0	No remarks	No remarks
2010-06-06	Cas1	D	0	No remarks	No remarks
2010-06-06	Cas2	A	100	No remarks	No remarks
2010-06-06	Cas3	B	100	No remarks	No remarks
2010-06-06	Cas3	C	100	No remarks	No remarks
2010-06-06	Cas3	D	100	No remarks	No remarks
2010-06-06	Cas4	A	100	No remarks	No remarks
2010-06-06	Dry2Sal7	B	100	No remarks	No remarks
2010-06-06	Dry2Sal7	C	100	No remarks	No remarks
2010-06-06	Dry2Sal7	D	100	No remarks	No remarks
2010-06-06	Dry3	A	0	No remarks	No remarks
2010-06-06	Dry3	B	0	No remarks	No remarks
2010-06-06	Dry4	C	0	No remarks	No remarks
2010-06-06	Dry4	D	0	No remarks	No remarks
2010-06-06	Dry5	A	0	No remarks	No remarks
2010-06-06	Dry5	B	0	No remarks	No remarks
2010-06-06	Dry6Pap4	C	100	No remarks	No remarks
2010-06-06	Dry6Pap4	D	100	No remarks	No remarks
2010-06-06	Eri1	A	100	No remarks	No remarks
2010-06-06	Eri1	B	100	No remarks	No remarks
2010-06-06	Eri2	C	100	No remarks	No remarks
2010-06-06	Eri2	D	100	No remarks	No remarks
2010-06-06	Eri3	A	100	No remarks	No remarks
2010-06-06	Eri3	B	100	No remarks	No remarks
2010-06-06	Eri3	C	100	No remarks	No remarks
2010-06-06	Eri4	D	100	No remarks	No remarks
2010-06-06	Pap1	A	100	No remarks	No remarks
2010-06-06	Pap1	B	100	No remarks	No remarks
2010-06-06	Pap1	C	100	No remarks	No remarks
2010-06-06	Pap2Sal5	D	100	No remarks	No remarks
2010-06-06	Pap3	A	100	No remarks	No remarks
2010-06-06	Pap3	B	100	No remarks	No remarks
2010-06-06	Pap3	C	100	No remarks	No remarks
2010-06-06	Sal3	A	10	No remarks	No remarks
2010-06-06	Sal3	B	0	No remarks	No remarks
2010-06-06	Sal3	C	5	No remarks	No remarks
2010-06-06	Sal3	D	5	No remarks	No remarks
2010-06-06	Sal6	A	100	No remarks	No remarks
2010-06-06	Sal6	B	100	No remarks	No remarks
2010-06-06	Sal6	C	100	No remarks	No remarks
2010-06-06	Sal6	D	100	No remarks	No remarks
2010-06-06	Art3	E	-9999	No remarks	Observation added to database May 2020
2010-06-06	Art4	E	-9999	No remarks	Observation added to database May 2020
2010-06-06	Art5	E	-9999	No remarks	Observation added to database May 2020
2010-06-06	Art7	E	-9999	No remarks	Observation added to database May 2020
2010-06-06	Art3	F	-9999	No remarks	Observation added to database May 2020
2010-06-06	Art7	G	-9999	No remarks	Observation added to database May 2020
2010-06-06	Art4	H	-9999	No remarks	Observation added to database May 2020
2010-06-06	Art5	H	-9999	No remarks	Observation added to database May 2020
2010-06-06	Art7	H	-9999	No remarks	Observation added to database May 2020
2010-06-06	Art4	F	-9999	No remarks	Observation added to database May 2020
2010-06-06	Art5	F	-9999	No remarks	Observation added to database May 2020
2010-06-06	Art7	F	-9999	No remarks	Observation added to database May 2020
2010-06-06	Art3	G	-9999	No remarks	Observation added to database May 2020
2010-06-06	Art4	G	-9999	No remarks	Observation added to database May 2020
2010-06-06	Art5	G	-9999	No remarks	Observation added to database May 2020
2010-06-06	Art3	H	-9999	No remarks	Observation added to database May 2020
2010-06-08	Cas2	A	100	No remarks	No remarks
2010-06-08	Cas2	B	100	No remarks	No remarks
2010-06-08	Cas2	C	100	No remarks	No remarks
2010-06-08	Cas2	D	100	No remarks	No remarks
2010-06-08	Cas3	A	100	No remarks	No remarks
2010-06-08	Cas4	B	100	No remarks	No remarks
2010-06-08	Cas4	C	100	No remarks	No remarks
2010-06-08	Cas4	D	100	No remarks	No remarks
2010-06-08	Dry2Sal7	A	100	No remarks	No remarks
2010-06-08	Dry3	B	0	No remarks	No remarks
2010-06-08	Dry3	C	0	No remarks	No remarks
2010-06-08	Dry3	D	0	No remarks	No remarks
2010-06-08	Dry4	A	0	No remarks	No remarks
2010-06-08	Dry5	B	0	No remarks	No remarks
2010-06-08	Dry5	C	0	No remarks	No remarks
2010-06-08	Dry5	D	0	No remarks	No remarks
2010-06-08	Dry6Pap4	A	100	No remarks	No remarks
2010-06-08	Dry6Pap4	B	100	No remarks	No remarks
2010-06-08	Eri1	C	50	No remarks	No remarks
2010-06-08	Eri1	D	15	No remarks	No remarks
2010-06-08	Eri2	A	100	No remarks	No remarks
2010-06-08	Eri2	B	100	No remarks	No remarks
2010-06-08	Eri3	C	100	No remarks	No remarks
2010-06-08	Eri3	D	100	No remarks	No remarks
2010-06-08	Eri4	A	100	No remarks	No remarks
2010-06-08	Eri4	B	100	No remarks	No remarks
2010-06-08	Pap1	D	90	No remarks	No remarks
2010-06-08	Pap2Sal5	A	100	No remarks	No remarks
2010-06-08	Pap2Sal5	B	100	No remarks	No remarks
2010-06-08	Pap2Sal5	C	100	No remarks	No remarks
2010-06-08	Pap3	D	100	No remarks	No remarks
2010-06-08	Sal2	A	95	No remarks	No remarks
2010-06-08	Sal2	B	95	No remarks	No remarks
2010-06-08	Sal2	C	95	No remarks	No remarks
2010-06-08	Sal3	D	0	No remarks	No remarks
